expo,table,project,sponsors,link,category,special
2,4,Tranquil,"Best iOS App (Apple),Judge's / Player's Choice (Electronic Arts),Ford Best Mobile App",http://mhacks6.devpost.com/submissions/40023-tranquil,iOS,0
2,5,Fuber,"Best Money Saving Hack (Concur),Best Travel Hack (Delta),Best of Uber API",http://mhacks6.devpost.com/submissions/40024-fuber,Social Impact,0
2,6,Shepherd,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Analytics and Analysis (Bloomberg),Best Use of MongoDB,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40025-shepherd,iOS,0
2,7,Impact6,"Top Hack Using .CO,Judge's / Player's Choice (Electronic Arts),Best Use of Microsoft Azure",http://mhacks6.devpost.com/submissions/40029-impact6,Social Impact,0
2,8,TdotExchange,"Best Sustainable Hack (Walmart),Best Money Saving Hack (Concur),Best Use of Parse API",http://mhacks6.devpost.com/submissions/40031-tdotexchange,Android,0
2,9,Shoot Safe,,http://mhacks6.devpost.com/submissions/40032-shoot-safe,iOS,0
2,10,Conductive Painting,,http://mhacks6.devpost.com/submissions/40033-conductive-painting,Hardware,0
2,11,Breeze,"Best iOS App (Apple),Best Use of the Nest API",http://mhacks6.devpost.com/submissions/40034-breeze,iOS,1
2,12,charico,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Capital One API,Best Use of Parse API",http://mhacks6.devpost.com/submissions/40038-charico,Social Impact,0
2,13,Secret Handshake,Best Security Hack (Walmart),http://mhacks6.devpost.com/submissions/40039-secret-handshake,Hardware,0
2,14,Snap,"Best Use of Walmart API,Best Money Saving Hack (Concur)",http://mhacks6.devpost.com/submissions/40041-snap,Android,0
2,15,Binge,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Parse API,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Use of MongoDB,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40045-binge,iOS,0
2,16,Meals for Deals,"Best Use of Walmart API,Best Sustainable Hack (Walmart),Top Hack Using .CO,Best Money Saving Hack (Concur),Best Business Solution App Using Open Source (Goldman Sachs),Best Team Collaboration on a Project -  American Express,Best eCommerce Hack -  Walmart,Best Domain.com Domain Name",http://mhacks6.devpost.com/submissions/40046-meals-for-deals,Android,0
2,17,Tamagotchi Survival,,http://mhacks6.devpost.com/submissions/40048-tamagotchi-survival,Hardware,0
2,18,Kannek,Most Innovative Use of DIRECTV's APIs,http://mhacks6.devpost.com/submissions/40051-kannek,Hardware,1
2,19,Shadow Box MIDI Controller,Judge's / Player's Choice (Electronic Arts),http://mhacks6.devpost.com/submissions/40052-shadow-box-midi-controller,Hardware,0
2,20,SentiStock,"Best Sustainable Hack (Walmart),Best iOS App (Apple),Best Use of Analytics and Analysis (Bloomberg),Best Money Saving Hack (Concur),Best Business Solution App Using Open Source (Goldman Sachs)",http://mhacks6.devpost.com/submissions/40058-sentistock,iOS,0
2,21,WaterNet,"Best Sustainable Hack (Walmart),Best Money Saving Hack (Concur),Judge's / Player's Choice (Electronic Arts),Best Use of Firebase,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40059-waternet,Hardware,1
2,22,FacePass,"Best Security Hack (Walmart),Best iOS App (Apple),Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40061-facepass,iOS,0
2,23,Express Me,"Best Use of Walmart API,Best Use of Capital One API,Best Use of Firebase,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40063-express-me,Hardware,0
2,24,GroupMyContacts,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40065-groupmycontacts,Android,0
2,25,My Kitchen Sync,"Best Use of Walmart API,Best Sustainable Hack (Walmart),Top Hack Using .CO,Best Money Saving Hack (Concur),Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Use of MongoDB,Best Use of Twilio,Best Team Collaboration on a Project -  American Express,Best eCommerce Hack -  Walmart",http://mhacks6.devpost.com/submissions/40071-my-kitchen-sync,Hardware,1
2,26,OpenMusic,"Ford Best Mobile App,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40073-openmusic,Android,0
2,27,LaserComm,Best Security Hack (Walmart),http://mhacks6.devpost.com/submissions/40074-lasercomm,Hardware,1
2,28,Twyst,"Best iOS App (Apple),Best Money Saving Hack (Concur),Judge's / Player's Choice (Electronic Arts),Ford Best Mobile App",http://mhacks6.devpost.com/submissions/40079-twyst,iOS,1
2,29,reHab+,"Best Sustainable Hack (Walmart),Best Travel Hack (Delta),Ford Best Mobile App,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40088-rehab,Hardware,1
2,30,Token,,http://mhacks6.devpost.com/submissions/40089-token,Android,0
2,31,TaskMaster,"Best iOS App (Apple),Best Use of Firebase",http://mhacks6.devpost.com/submissions/40091-taskmaster,iOS,0
2,32,makerSpark,,http://mhacks6.devpost.com/submissions/40092-makerspark,Hardware,0
2,33,TWO3D (ROScloud),"Top Hack Using .CO,Judge's / Player's Choice (Electronic Arts)",http://mhacks6.devpost.com/submissions/40098-two3d-roscloud,Android,0
2,34,Guardian,"Best iOS App (Apple),Ford Best Mobile App,Best Use of MongoDB,Best Use of Twilio,Best of Uber API,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40102-guardian,Social Impact,0
2,35,Servis,"Best iOS App (Apple),Ford Best Mobile App,Best of Uber API",http://mhacks6.devpost.com/submissions/40104-servis,iOS,0
2,36,"On The Line, On the Record","Best Sustainable Hack (Walmart),Top Hack Using .CO,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40108-on-the-line-on-the-record,Social Impact,0
2,41,Charity Cents,"Best Sustainable Hack (Walmart),Best Use of Capital One API,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40120-charity-cents,Social Impact,0
2,42,EMI Surfer,Ford Best Mobile App,http://mhacks6.devpost.com/submissions/40126-emi-surfer,Android,1
2,43,DynamicTrack,"Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40127-dynamictrack,Social Impact,0
2,44,Scholar,Best Hack for Social Impact - Spnosored by VFA,http://mhacks6.devpost.com/submissions/40129-scholar,iOS,0
2,45,Hacker in me,"Best iOS App (Apple),Best Use of Capital One API,Best Use of Parse API,Ford Best Mobile App,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40131-hacker-in-me,iOS,0
2,46,Eye in Rift,,http://mhacks6.devpost.com/submissions/40134-eye-in-rift,Hardware,1
2,47,Downlow'd,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Most Professional Hack by LinkedIn,Best Pebble Hack",http://mhacks6.devpost.com/submissions/40140-downlow-d,iOS,0
2,48,Card Tracker,"Best Security Hack (Walmart),Best Use of Capital One API,Best Use of Microsoft Azure,Best Use of MongoDB,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40141-card-tracker,Social Impact,0
2,49,Hello Drone!,"Top Hack Using .CO,Best Use of Firebase,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology",http://mhacks6.devpost.com/submissions/40142-hello-drone,Hardware,1
2,50,Drankboard.co,"Top Hack Using .CO,Best Use of Firebase,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40144-drankboard-co,Hardware,1
2,51,SemAndTricks,"Best Use of Analytics and Analysis (Bloomberg),Best Money Saving Hack (Concur),Best Use of Parse API,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40146-semandtricks,Android,0
2,52,Simplify,"Best Sustainable Hack (Walmart),Top Hack Using .CO,Best iOS App (Apple),Best Use of Parse API,Ford Best Mobile App,Best Use of Twilio,Best of Uber API,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40150-simplify,iOS,0
2,53,Tunedemic,"Top Hack Using .CO,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40152-tunedemic,Android,0
2,54,Glas4,,http://mhacks6.devpost.com/submissions/40156-glas4,Social Impact,0
2,55,Native CSS,Best iOS App (Apple),http://mhacks6.devpost.com/submissions/40159-native-css,iOS,0
2,56,Transit Alarm,,http://mhacks6.devpost.com/submissions/40166-transit-alarm,Android,0
2,57,ease,,http://mhacks6.devpost.com/submissions/40167-ease,Hardware,1
2,58,Cosmic Wave,"Top Hack Using .CO,Best Money Saving Hack (Concur),Best Use of Twilio,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40169-cosmic-wave,Social Impact,0
2,59,AutiBot,"Best iOS App (Apple),Best Money Saving Hack (Concur),Best Use of Parse API,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40173-autibot,Social Impact,0
2,60,My Bad Habit,"Best Sustainable Hack (Walmart),Best Use of Parse API,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40179-my-bad-habit,Android,0
2,61,sents,"Top Hack Using .CO,Best iOS App (Apple),Best Money Saving Hack (Concur),Best Use of Firebase,Ford Best Mobile App,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40181-sents,iOS,0
2,62,Scoutkick,"Top Hack Using .CO,Best iOS App (Apple),Judge's / Player's Choice (Electronic Arts),Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40183-scoutkick,iOS,0
2,63,Highlight,"Best iOS App (Apple),Ford Best Mobile App,Best Business Solution App Using Open Source (Goldman Sachs),Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40185-highlight,iOS,0
2,64,VeriFace,"Best Use of Analytics and Analysis (Bloomberg),Best Business Solution App Using Open Source (Goldman Sachs)",http://mhacks6.devpost.com/submissions/40053-veriface,Miscellaneous,0
2,65,Polar Reminder,"Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40191-polar-reminder,Social Impact,0
2,66,Finco.,"Best Use of Analytics and Analysis (Bloomberg),Best Business Solution App Using Open Source (Goldman Sachs),Best Use of Microsoft Azure,Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40192-finco,Social Impact,0
2,67,Spot Swap ,"Best iOS App (Apple),Best Use of Parse API,Ford Best Mobile App,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40198-spot-swap,Social Impact,0
2,68,Ice Ice Baby,,http://mhacks6.devpost.com/submissions/40199-ice-ice-baby,Hardware,1
2,69,Mooooood,"Best Use of Parse API,Ford Best Mobile App,Best Use of Wolfram Tech,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40200-mooooood,Android,0
2,70,Picapic,"Top Hack Using .CO,Best iOS App (Apple),Best Money Saving Hack (Concur),Best Travel Hack (Delta),Best Use of Firebase,Best Team Collaboration on a Project -  American Express,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40201-picapic,iOS,1
2,71,DaReactTV,"Top Hack Using .CO,Most Innovative Use of DIRECTV's APIs,Best Use of Firebase,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40204-dareacttv,Hardware,1
2,72,Put,"Judge's / Player's Choice (Electronic Arts),Best Use of Parse API",http://mhacks6.devpost.com/submissions/40208-put,Android,0
2,73,weRgu,"Best Sustainable Hack (Walmart),Best Use of Firebase,Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40210-wergu,Social Impact,0
2,74,Show Me,"Best Use of Parse API,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40213-show-me,Android,0
2,75,Walmart Auto Checkout,"Best Use of Walmart API,Best Sustainable Hack (Walmart),Best Use of Parse API",http://mhacks6.devpost.com/submissions/40215-walmart-auto-checkout,Android,0
2,76,BattleTrip,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Parse API,Ford Best Mobile App,Best of Uber API,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40217-battletrip,iOS,0
2,77,NewsBot,"Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40218-newsbot,Social Impact,0
2,78,SpeakEasy,"Best Use of Parse API,Best Use of Wolfram Tech,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40221-speakeasy,Social Impact,0
2,79,Joyride,"Best iOS App (Apple),Best Travel Hack (Delta),Ford Best Mobile App,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40222-joyride,iOS,0
2,80,CrowdPlay,Most Professional Hack by LinkedIn,http://mhacks6.devpost.com/submissions/40223-crowdplay,iOS,0
2,81,Finger.Yoga,"Best iOS App (Apple),Best Money Saving Hack (Concur),Judge's / Player's Choice (Electronic Arts),Best Use of Parse API,Best Use of MongoDB,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn,Best Use of Namecheap,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40225-finger-yoga,iOS,1
2,82,PencilMeIn,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Parse API,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40226-pencilmein,iOS,0
2,83,Where's Wally?,"Best Use of Firebase,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40231-where-s-wally,Android,0
2,84,Civic Issue Browser,,http://mhacks6.devpost.com/submissions/40233-civic-issue-browser,Social Impact,0
2,85,TalkingBots,Best Way to Visualize Data -  Qualtrics,http://mhacks6.devpost.com/submissions/40234-talkingbots,Hardware,1
2,86,Innovation InSight,"Best Sustainable Hack (Walmart),Top Hack Using .CO,Best Travel Hack (Delta),Best Use of Firebase,Best Overall Use of Microsoft Technology,Best Use of the Nest API,Best Team Collaboration on a Project -  American Express,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40238-innovation-insight,Hardware,1
2,87,Sweat to Safety,"Best iOS App (Apple),Best Use of Firebase",http://mhacks6.devpost.com/submissions/40239-sweat-to-safety,iOS,0
2,88,Lifeboard,"Best Sustainable Hack (Walmart),Best iOS App (Apple),Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40240-lifeboard,iOS,0
2,89,StreamPoint,"Top Hack Using .CO,Best iOS App (Apple),Best Business Solution App Using Open Source (Goldman Sachs),Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Best Use of Wolfram Tech,Most Professional Hack by LinkedIn,Best use of Stream API",http://mhacks6.devpost.com/submissions/40242-streampoint,iOS,1
2,90,Futur,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Analytics and Analysis (Bloomberg),Best Money Saving Hack (Concur),Best Travel Hack (Delta),Best Use of Parse API,Best Business Solution App Using Open Source (Goldman Sachs),Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40245-futur,Social Impact,0
2,91,TooManyPis,,http://mhacks6.devpost.com/submissions/40246-toomanypis,Hardware,0
2,92,Slapchat,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40247-slapchat,Android,0
2,93,Gateway,"Best Sustainable Hack (Walmart),Best iOS App (Apple),Best Use of Capital One API,Best Money Saving Hack (Concur),Best Travel Hack (Delta),Best Use of Expedia's API,Judge's / Player's Choice (Electronic Arts),Best Use of Parse API,Ford Best Mobile App,Best Business Solution App Using Open Source (Goldman Sachs),Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA,Best eCommerce Hack -  Walmart",http://mhacks6.devpost.com/submissions/40248-gateway,iOS,0
2,94,Latex my Notes,"Best iOS App (Apple),Judge's / Player's Choice (Electronic Arts),Ford Best Mobile App,Best Use of MongoDB,Best Way to Visualize Data -  Qualtrics",http://mhacks6.devpost.com/submissions/40250-latex-my-notes,iOS,0
2,95,Pixel Board,,http://mhacks6.devpost.com/submissions/40251-pixel-board,Hardware,1
2,96,Icns,"Best iOS App (Apple),Best Use of Parse API",http://mhacks6.devpost.com/submissions/40252-icns,iOS,0
2,97,ixSlowMo Ultra Slow Motion Video Recorder,"Best iOS App (Apple),Best Money Saving Hack (Concur),Ford Best Mobile App,Best Use of Microsoft Azure",http://mhacks6.devpost.com/submissions/40255-ixslowmo-ultra-slow-motion-video-recorder,iOS,0
2,98,Sound Triangle,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40256-sound-triangle,Hardware,0
2,99,Relay,"Top Hack Using .CO,Best iOS App (Apple),Best Use of Firebase,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40259-relay,iOS,0
2,100,Studr,"Best iOS App (Apple),Best Use of Parse API,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40261-studr,iOS,0
2,101,Bought,"Best Use of Walmart API,Best iOS App (Apple),Best eCommerce Hack -  Walmart",http://mhacks6.devpost.com/submissions/40262-bought,iOS,0
2,101,text-a-ride,"Best Use of Analytics and Analysis (Bloomberg),Best Use of Firebase,Best Use of Twilio,Best of Uber API",http://mhacks6.devpost.com/submissions/40275-text-a-ride,iOS,0
2,102,Printcakes: Pancake Printer,"Best Sustainable Hack (Walmart),Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40264-printcakes-pancake-printer,Hardware,1
2,103,CARBOX,"Best iOS App (Apple),Best Use of Capital One API,Best Money Saving Hack (Concur),Best Travel Hack (Delta),Best Use of Parse API,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40266-carbox,iOS,0
2,104,SMC SafeRide,,http://mhacks6.devpost.com/submissions/40269-smc-saferide,iOS,0
2,105,GlassTasks,Most Professional Hack by LinkedIn,http://mhacks6.devpost.com/submissions/40270-glasstasks,Hardware,0
2,106,Capture-The-Tag,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40271-capture-the-tag,Android,0
2,107,livesaber,"Most Innovative Use of DIRECTV's APIs,Best Use of Firebase,Ford Best Mobile App,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40273-livesaber,Social Impact,0
2,108,We Tour,"Best iOS App (Apple),Best Money Saving Hack (Concur),Best Travel Hack (Delta),Best Use of Expedia's API,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40274-we-tour,Social Impact,0
2,110,Pong Turret,,http://mhacks6.devpost.com/submissions/40277-pong-turret,Hardware,1
2,111,RGB Rave Shades,,http://mhacks6.devpost.com/submissions/40279-rgb-rave-shades,Hardware,1
2,112,WhatsUpNext,Most Innovative Use of DIRECTV's APIs,http://mhacks6.devpost.com/submissions/40280-whatsupnext,Android,1
2,113,Market Central,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40281-market-central,Social Impact,0
2,114,InPACT,"Best Use of Analytics and Analysis (Bloomberg),Best Use of Parse API,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40287-inpact,Android,0
2,115,FastTrack,"Best iOS App (Apple),Best Use of Analytics and Analysis (Bloomberg),Best Money Saving Hack (Concur),Best Use of Parse API,Best Business Solution App Using Open Source (Goldman Sachs),Most Professional Hack by LinkedIn,Best Way to Visualize Data -  Qualtrics,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40289-fasttrack,iOS,1
2,116,Caravan,"Best Travel Hack (Delta),Best Use of Firebase",http://mhacks6.devpost.com/submissions/40290-caravan,Android,0
2,117,Emurgentcy,Best Use of Twilio,http://mhacks6.devpost.com/submissions/40291-emurgentcy,Hardware,0
2,118,BizzareBazaar,"Best iOS App (Apple),Best Money Saving Hack (Concur),Best Use of Parse API,Ford Best Mobile App,Best Business Solution App Using Open Source (Goldman Sachs),Best of Uber API,Best Team Collaboration on a Project -  American Express,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40293-bizzarebazaar,Social Impact,0
2,119,Journey,"Ford Best Mobile App,Best Business Solution App Using Open Source (Goldman Sachs)",http://mhacks6.devpost.com/submissions/40299-journey,Android,0
2,120,Board,"Best iOS App (Apple),Best Use of MongoDB",http://mhacks6.devpost.com/submissions/40300-board,iOS,0
2,121,Jotty,"Best iOS App (Apple),Best Use of Firebase,Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40302-jotty,iOS,0
2,122,Tempo,Best iOS App (Apple),http://mhacks6.devpost.com/submissions/40303-tempo,iOS,1
2,123,Arcade box,,http://mhacks6.devpost.com/submissions/40304-arcade-box,Hardware,0
2,124,SlowNet,"Best Use of Twilio,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40305-slownet,Android,0
2,125,Carvest,"Best iOS App (Apple),Best Money Saving Hack (Concur),Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40306-carvest,iOS,0
2,126,Under Pressure,,http://mhacks6.devpost.com/submissions/40307-under-pressure,Android,0
2,127,fastCart,"Best Use of Walmart API,Best Use of Firebase,Best Use of Microsoft Azure,Best Team Collaboration on a Project -  American Express",http://mhacks6.devpost.com/submissions/40310-fastcart,Android,0
2,128,Delta Care,"Best iOS App (Apple), Best Money Saving Hack (Concur), Best Travel Hack (Delta), Best Use of ExpediaÛªs API, and Best Way to Visualize Data - Qualtrics",http://mhacks6.devpost.com/submissions/40312-delta-care,iOS,0
2,129,Holla,"Best Sustainable Hack (Walmart),Best Travel Hack (Delta),Best Business Solution App Using Open Source (Goldman Sachs),Most Professional Hack by LinkedIn",http://mhacks6.devpost.com/submissions/40113-holla,Android,0
2,130,Hacknight with jo,"Best iOS App (Apple),Judge's / Player's Choice (Electronic Arts),Ford Best Mobile App",http://mhacks6.devpost.com/submissions/40115-hacknight-with-jo,iOS,0
2,131,foodr,,http://mhacks6.devpost.com/submissions/40116-foodr,iOS,0
2,132,smartBike,Best Team Collaboration on a Project -  American Express,http://mhacks6.devpost.com/submissions/40119-smartbike,Android,0
2,133,NES,"Best iOS App (Apple), Judge's / Player's Choice (Electronic Arts), and Ford Best Mobile App",http://mhacks6.devpost.com/submissions/40330-nes,iOS,
2,134,Float,"Best Use of Firebase, Best Use of Twilio, and Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40329-float,Web Development,
2,135,ChatLoco,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40328-chatloco,Web Development,
2,136,Social Circle,"Top Hack Using .CO, Best Money Saving Hack (Concur), Best Travel Hack (Delta), Best Use of Firebase, Most Professional Hack by LinkedIn, Best Use of Namecheap, Best Hack for Social Impact - Spnosored by VFA, and Best Domain.com Domain Name",http://mhacks6.devpost.com/submissions/40324-social-circle,Social Impact,
2,137,SMSiri,"Top Hack Using .CO, Best Money Saving Hack (Concur), Best Travel Hack (Delta), Best Use of ExpediaÕs API, Best Use of Microsoft Azure, Best Overall Use of Microsoft Technology, Best Use of Twilio, Best Use of Wolfram Tech, and Best Team Collaboration on a Project - American Express",http://mhacks6.devpost.com/submissions/40322-smsiri,Social Impact,
2,138,Mosh Pit,Judge's / Player's Choice (Electronic Arts) and Best Use of Namecheap,http://mhacks6.devpost.com/submissions/40321-mosh-pit,VR/Game Development,
2,139,Myostro,"Best Money Saving Hack (Concur), Judge's / Player's Choice (Electronic Arts), Best Team Collaboration on a Project - American Express, Most Professional Hack by LinkedIn, Best Way to Visualize Data - Qualtrics, and Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40320-myostro,Hardware,
2,140,SpeakEasy,"Best Use of Parse API, Best Use of Wolfram Tech, Best Way to Visualize Data - Qualtrics, and Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40221-speakeasy,Social Impact,
2,142,Museic,Best Use of Microsoft Azure and Best Overall Use of Microsoft Technology,http://mhacks6.devpost.com/submissions/40331-museic,Web Development,0
2,143,Efoosball,Best Use of Firebase,http://mhacks6.devpost.com/submissions/40332-efoosball,Hardware,0
2,144,bckpckr,Best Money Saving Hack (Concur) and Best Travel Hack (Delta),http://mhacks6.devpost.com/submissions/40333-bckpckr,Web Development,
2,145,Soundscape3D,Best iOS App (Apple),http://mhacks6.devpost.com/submissions/40334-soundscape3d,iOS,
2,146,Kado,Best Use of Parse API,http://mhacks6.devpost.com/submissions/40335-kado,Android,
2,147,Drive with glass,,http://devpost.com/software/drive-with-glass,,
2,148,Blaze,,http://devpost.com/software/blaze-cvwp8b,,
2,149,Shape Strife,,http://devpost.com/software/shape-strife,,
2,150,Train,,http://devpost.com/software/train,,
2,151,Web audio API Sax,,,,
2,152,Heack,,http://devpost.com/software/heack,,
2,153,Spleek,"Best Sustainable Hack (Walmart),Top Hack Using .CO,Best Use of Analytics and Analysis (Bloomberg),Best Use of Microsoft Azure,Best Overall Use of Microsoft Technology,Most Professional Hack by LinkedIn,Best Hack for Social Impact - Spnosored by VFA",http://mhacks6.devpost.com/submissions/40297-spleek,Web Development,0
2,154,,,,,
2,155,,,,,
2,156,,,,,
2,157,,,,,
2,158,,,,,
